Gender,Geo-political,Others,Political,Religion,Violence,id
0.2407324,0.07442991,0.34889802,0.02015026,0.01968348,0.2961059,5896
0.0075753173,0.022189125,0.004350139,0.01638522,0.9320582,0.017441975,5793
0.45117754,0.005859773,0.480276,0.010693898,0.0026412066,0.049351607,387
0.005564997,0.007430245,0.0057416484,0.9580825,0.014661814,0.008518819,1202
0.0057817376,0.007995853,0.0061067315,0.957264,0.013896783,0.00895493,2651
0.37662816,0.012297345,0.53949493,0.0090674935,0.0029208753,0.059591226,2384
0.26794395,0.040138673,0.5716862,0.014424134,0.004503434,0.101303555,3381
0.6322694,0.004903457,0.26981947,0.014525098,0.012231358,0.066251375,4535
0.008307399,0.022781203,0.0047334135,0.014867505,0.93066245,0.018648028,6880
0.63730687,0.0061510717,0.24763076,0.015463792,0.019095235,0.07435224,790
0.6365955,0.0057719466,0.25922513,0.014174533,0.015812835,0.06842003,430
0.006327627,0.007226377,0.006554039,0.95762527,0.013343362,0.008923384,2718
0.0057813483,0.007871359,0.006106321,0.9571996,0.014087134,0.008954328,6579
0.5935553,0.0042572794,0.30315834,0.011304409,0.0077089374,0.0800158,7578
0.5630674,0.004540725,0.3692686,0.00640345,0.004038605,0.0526812,3424
0.634908,0.0061279186,0.25254896,0.014700113,0.019781163,0.07193377,7858
0.636669,0.0055950084,0.25523567,0.016966654,0.01670361,0.06883005,4659
0.63556504,0.00623086,0.2528103,0.012885169,0.01733889,0.07516974,5808
0.0063777803,0.007170731,0.0066318423,0.9577041,0.013086356,0.009029314,5602
0.6281895,0.004796286,0.28536794,0.011595933,0.009764754,0.060285516,6884
0.007709816,0.0067246216,0.007954553,0.9560468,0.01166458,0.0098996,4850
0.63094443,0.0059952517,0.2671587,0.009807577,0.014048706,0.07204536,1623
0.6059857,0.0045550265,0.31933203,0.008377977,0.006473998,0.055275247,1046
0.006528054,0.0069490774,0.006656808,0.9575617,0.013381623,0.008922792,678
0.63169503,0.0052149617,0.27381954,0.013526581,0.012707047,0.06303683,4685
0.1364135,0.1668723,0.13181362,0.048137657,0.10091707,0.4158459,6529
0.0066838115,0.0068423133,0.0068423133,0.9576977,0.013009815,0.00892406,5978
0.0063526565,0.0072549614,0.006631572,0.9576651,0.013137039,0.008958682,2414
0.62157804,0.0043211062,0.2959155,0.013309944,0.008728875,0.056146517,1293
0.0062785666,0.00725487,0.0065542287,0.957653,0.013265791,0.008993632,5691
0.5229383,0.005126707,0.41367826,0.008518804,0.0034151229,0.04632285,4366
0.27087063,0.038946476,0.5779306,0.018005978,0.004922561,0.089323655,6026
0.42371985,0.007700306,0.5031798,0.0077607003,0.002599509,0.05503982,496
0.55345345,0.005057464,0.38038263,0.006393234,0.004032162,0.05068108,5389
0.17806903,0.111978196,0.17668329,0.045287486,0.071526065,0.41645595,2587
0.0056462535,0.008087885,0.005963632,0.95700127,0.014418213,0.008882803,1319
0.6181042,0.00486909,0.30123994,0.009607986,0.007780784,0.058398027,5871
0.6253612,0.0045560426,0.29081997,0.01228823,0.008920298,0.058054157,535
0.36461493,0.013177743,0.54735184,0.010839716,0.0029634135,0.061052393,6254
0.63616025,0.005951097,0.25703198,0.014164842,0.01656038,0.070131525,1686
0.5573477,0.004529852,0.3328075,0.010049916,0.0063881157,0.088876866,6101
0.63561326,0.0061347256,0.26085517,0.012785866,0.016162848,0.06844802,3064
0.005024329,0.008414167,0.0053483704,0.95746756,0.015198937,0.008546671,6788
0.6361432,0.005590388,0.26312026,0.013202731,0.014500364,0.06744302,5393
